   1209 dome      20   0  140100  38816  30368 S   0,0   2,0   0:04.63 vmtoolsd
   1210 dome      20   0  443156  36528  26768 S   0,0   1,8   0:00.16 nm-appl+
   1214 dome      20   0  673028  45556  33004 S   0,0   2,3   0:00.17 mate-vo+
   1226 dome      20   0  595380  47700  36508 S   0,0   2,4   0:01.30 wnck-ap+
   1229 dome      20   0  496176  33660  23184 S   0,0   1,7   0:00.13 notific+
   1230 dome      20   0  539464  35920  26216 S   0,0   1,8   0:00.25 clock-a+
   1231 dome      20   0  186800  18388  14420 S   0,0   0,9   0:00.04 polkit-+
   1254 dome      20   0  390464  14476  10840 S   0,0   0,7   0:00.06 xdg-des+
   1292 root      20   0  307604   9016   6228 S   0,0   0,5   0:00.07 upowerd
   1315 dome      20   0  460644  11704   6888 S   0,0   0,6   0:00.03 xdg-doc+
   1325 dome      20   0  236836   7792   5196 S   0,0   0,4   0:00.00 xdg-per+
   1341 root      20   0    2480    936    844 S   0,0   0,0   0:00.00 fusermo+
   1350 dome      20   0  336244  21804  16984 S   0,0   1,1   0:00.06 xdg-des+
   1417 dome      20   0  311976  10696   7580 S   0,0   0,5   0:00.02 gvfsd-t+
   1475 dome      20   0  160116   8584   5948 S   0,0   0,4   0:00.01 gvfsd-m+
   1488 dome      20   0  625036  49612  37068 S   0,0   2,5   0:03.09 mate-te+
   1514 dome      20   0    8132   4988   3444 S   0,0   0,3   0:00.07 bash
   2358 root      20   0       0      0      0 I   0,0   0,0   0:00.21 kworker+
   2359 root      20   0       0      0      0 I   0,0   0,0   0:00.01 kworker+
   2361 root      20   0       0      0      0 I   0,0   0,0   0:01.55 kworker+
   2362 root      20   0       0      0      0 I   0,0   0,0   0:00.03 kworker+
   2364 root      20   0       0      0      0 I   0,0   0,0   0:00.02 kworker+
   2365 root      20   0       0      0      0 I   0,0   0,0   0:00.09 kworker+
   2367 root      20   0       0      0      0 I   0,0   0,0   0:00.05 kworker+
   2560 dome      20   0    5912    904    816 S   0,0   0,0   0:00.00 tail
